,Hour,GHI,T-Td,Td,TARGET,DHI,DNI,WS,RH,T
290,1,0,6.0521579410226005,6.147842058977399,0.0,0,0,3.1,66.54,12.2
291,1,0,5.753519305115331,6.146480694884669,0.0,0,0,3.1,67.86,11.9
292,2,0,5.845212566400307,5.854787433599692,0.0,0,0,3.2,67.39,11.7
293,2,0,5.644316222793619,5.855683777206381,0.0,0,0,3.1,68.29,11.5
294,3,0,6.182418572141711,5.217581427858289,0.0,0,0,3.0,65.77,11.4
295,3,0,6.081665019290158,5.218334980709843,0.0,0,0,2.9,66.21,11.3
296,4,0,7.023893854694721,4.276106145305279,0.0,0,0,2.8,62.0,11.3
297,4,0,6.9243143044180995,4.2756856955819,0.0,0,0,2.7,62.41,11.2
298,5,0,7.979146904535186,3.2208530954648134,0.0,0,0,2.5,57.95,11.2
299,5,101,9.575815583091805,3.2241844169081966,0.9383467590000001,10,91,2.7,52.17,12.8
300,6,436,12.201064794621589,2.298935205378412,6.662137502,31,405,3.0,43.75,14.5
301,6,647,14.495022436747117,2.304977563252883,15.38821027,45,602,2.7,37.78,16.8
302,7,776,17.482740123707323,1.617259876292678,25.05212359,55,721,2.4,31.13,19.1
303,7,862,19.87910319214833,1.620896807851668,34.99698720000001,62,800,2.1,26.85,21.5
304,8,922,23.944998207251746,-0.04499820725174751,44.65985636,68,854,1.7,20.59,23.9
305,8,967,25.259640156579415,-0.05964015657941548,53.85376305,73,894,1.5,19.03,25.2
306,9,1001,27.98773421679985,-1.3877342167998499,62.2967741,77,924,1.3,15.9,26.6
307,9,1025,28.88046505086282,-1.3804650508628198,69.70789941,81,944,1.2,15.09,27.5
308,10,1043,30.223766330037122,-1.8237663300371247,75.99305502,83,960,1.1,13.86,28.4
309,10,1057,31.01582841154591,-1.8158284115459118,81.05854581,84,973,1.1,13.24,29.2
310,11,1067,32.04713971920211,-2.147139719202112,84.81060361,84,983,1.0,12.41,29.9
311,11,1072,32.54613891575619,-2.1461389157561874,87.06173399,85,987,1.1,12.06,30.4
312,12,1048,33.37299094012926,-2.3729909401292617,86.31063249,127,921,1.1,11.46,31.0
313,12,1058,33.69207353881999,-2.392073538819989,86.31034783,103,955,1.1,11.25,31.3
314,13,1062,34.13937620659417,-2.5393762065941723,84.7152033,85,977,1.1,10.94,31.6
315,13,1052,34.13937620659417,-2.5393762065941723,81.05640715,84,968,1.1,10.94,31.6
316,14,1038,34.263383137732646,-2.6633831377326453,76.08419699,83,955,1.1,10.84,31.6
317,14,1019,33.97118365905662,-2.671183659056621,69.89261862,81,938,1.0,11.02,31.3
318,15,983,33.80406030041053,-2.8040603004105273,62.10612903,85,898,1.0,11.1,31.0
319,15,661,33.21240893630978,-2.8124089363097773,42.40506871,176,485,1.0,11.48,30.4
320,16,794,32.31153072665567,-2.511530726655665,41.37335985,107,687,1.0,12.15,29.8
321,16,631,32.31153072665567,-2.511530726655665,29.83385132,112,519,1.0,12.15,29.8
322,17,650,28.05580225244175,-0.45580225244175043,22.89193642,68,582,1.2,16.05,27.6
323,17,560,25.966019059642285,-0.46601905964228685,14.72998766,52,508,1.4,18.15,25.5
324,18,320,20.889017265801257,2.5109827341987425,6.0985433160000015,34,286,1.6,25.49,23.4
325,18,106,19.377738078463768,2.522261921536232,1.0320781940000001,10,96,1.9,27.94,21.9
326,19,0,17.037045755638438,3.3629542443615588,0.0,0,0,2.3,32.51,20.4
327,19,0,16.023415632752254,3.3765843672477454,0.0,0,0,2.5,34.62,19.4
328,20,0,14.98073840386032,3.4192615961396786,0.0,0,0,2.7,36.96,18.4
329,20,0,14.580419103125783,3.419580896874218,0.0,0,0,2.8,37.9,18.0
330,21,0,14.39986058176752,3.10013941823248,0.0,0,0,2.9,38.24,17.5
331,21,0,14.002922623882466,3.0970773761175363,0.0,0,0,2.9,39.21,17.1
332,22,0,13.892487327745842,2.907512672254158,0.0,0,0,2.9,39.43,16.8
333,22,0,13.494042034653635,2.905957965346364,0.0,0,0,2.8,40.44,16.4
334,23,0,13.5020677923685,2.5979322076315006,0.0,0,0,2.7,40.33,16.1
335,23,0,13.301347681843156,2.5986523181568444,0.0,0,0,2.6,40.85,15.9
288,0,0,3.9712040068776178,-7.671204006877618,0.0,0,0,1.0,73.95,-3.7
289,0,0,3.7719838461605657,-7.671983846160566,0.0,0,0,1.0,75.06,-3.9
290,1,0,4.195460130658182,-8.295460130658181,0.0,0,0,1.0,72.6,-4.1
291,1,0,3.995088360823323,-8.295088360823323,0.0,0,0,1.1,73.7,-4.3
292,2,0,4.384440138242255,-8.884440138242255,0.0,0,0,1.1,71.46,-4.5
293,2,0,4.284417932034826,-8.884417932034825,0.0,0,0,1.2,72.0,-4.6
294,3,0,4.697185927852348,-9.497185927852348,0.0,0,0,1.2,69.67,-4.8
295,3,0,4.598580497379325,-9.498580497379326,0.0,0,0,1.4,70.19,-4.9
296,4,0,5.133939619041437,-10.233939619041436,0.0,0,0,1.5,67.25,-5.1
297,4,0,5.034059925622334,-10.234059925622335,0.0,0,0,1.6,67.76,-5.2
298,5,0,5.673430990790311,-10.97343099079031,0.0,0,0,1.7,64.39,-5.3
299,5,0,6.6738736350519465,-10.973873635051946,0.0,0,0,2.2,59.71,-4.3
300,6,159,7.285107711564298,-10.485107711564298,1.877023558,16,143,2.6,57.17,-3.2
301,6,519,9.586259815250619,-10.48625981525062,9.197182962000001,39,480,2.9,48.25,-0.9
302,7,719,10.032018713307712,-8.732018713307712,18.95700042,55,664,3.1,47.23,1.3
303,7,841,11.63264775412487,-8.73264775412487,29.37344948,68,773,3.2,42.14,2.9
304,8,924,12.510419885906156,-8.110419885906156,39.78957593,79,845,3.2,39.8,4.4
305,8,984,13.307552205621374,-8.107552205621372,49.73653261,89,895,3.3,37.65,5.2
306,9,965,14.02129459682795,-8.02129459682795,56.02348848,110,855,3.4,35.86,6.0
307,9,903,14.620771680643681,-8.020771680643682,59.58907972,163,740,3.5,34.41,6.6
308,10,894,14.935962254433008,-7.735962254433008,63.24846438,172,722,3.6,33.76,7.2
309,10,994,15.336252587575444,-7.736252587575444,73.2890705,167,827,3.8,32.85,7.6
310,11,1096,15.253946626865773,-7.353946626865773,82.954321,147,949,4.0,33.15,7.9
311,11,1092,15.352167325142492,-7.352167325142493,84.6433431,148,944,4.2,32.93,8.0
312,12,1063,14.860108698479788,-6.860108698479788,83.70494684,174,889,4.3,34.2,8.0
313,12,1043,14.561962905783721,-6.861962905783721,82.20378386,193,850,4.5,34.9,7.7
314,13,1045,13.56236134643084,-6.162361346430839,80.70261098,176,869,4.6,37.58,7.4
315,13,957,13.044616855967323,-6.144616855967323,73.00811207,221,736,4.5,38.94,6.9
316,14,984,12.111928958698131,-5.711928958698131,70.66248136,174,810,4.4,41.65,6.4
317,14,806,11.710113431174324,-5.7101134311743245,56.58653862,209,597,4.1,42.82,6.0
318,15,451,11.39725612108721,-5.797256121087211,33.22010404,210,241,3.8,43.73,5.6
319,15,538,10.898352427932474,-5.798352427932475,33.31412921,154,384,3.5,45.27,5.1
320,16,669,10.64845797827261,-5.94845797827261,34.72192111,134,535,3.1,46.02,4.7
321,16,517,10.64845797827261,-5.94845797827261,23.83612963,112,405,3.1,46.02,4.7
322,17,374,8.863668668629243,-5.763668668629243,14.92130416,85,289,2.3,52.22,3.1
323,17,206,7.446047101943732,-5.746047101943732,7.507689932999999,56,150,1.8,57.76,1.7
324,18,80,6.522168101920435,-6.222168101920436,2.3461892019999997,21,59,1.2,61.6,0.3
325,18,0,5.706169736313941,-6.206169736313941,0.0,0,0,0.9,65.36,-0.5
326,19,0,5.791046949673677,-7.091046949673677,0.0,0,0,0.6,64.75,-1.3
327,19,0,4.991313018045522,-7.091313018045523,0.0,0,0,0.5,68.67,-2.1
328,20,0,4.881914448501001,-7.681914448501001,0.0,0,0,0.4,69.1,-2.8
329,20,0,4.38125428406546,-7.68125428406546,0.0,0,0,0.7,71.72,-3.3
330,21,0,4.4894992258247415,-8.289499225824741,0.0,0,0,0.9,71.02,-3.8
331,21,0,4.390111723247543,-8.290111723247543,0.0,0,0,1.1,71.55,-3.9
332,22,0,4.632873342323554,-8.732873342323554,0.0,0,0,1.3,70.17,-4.1
333,22,0,4.632873342323554,-8.732873342323554,0.0,0,0,1.5,70.17,-4.1
334,23,0,4.879559698793565,-9.079559698793565,0.0,0,0,1.7,68.81,-4.2
335,23,0,4.879559698793565,-9.079559698793565,0.0,0,0,1.9,68.81,-4.2
288,0,0,8.141524348889918,6.758475651110082,0.0,0,0,1.5,58.22,14.9
289,0,0,7.843025818314633,6.756974181685367,0.0,0,0,1.5,59.35,14.6
290,1,0,7.724896023669584,6.575103976330417,0.0,0,0,1.6,59.76,14.3
291,1,0,7.5437252719893415,6.556274728010658,0.0,0,0,1.5,60.46,14.1
292,2,0,7.534573883646286,6.3654261163537145,0.0,0,0,1.4,60.45,13.9
293,2,0,7.534573883646286,6.3654261163537145,0.0,0,0,1.4,60.45,13.9
294,3,0,7.818232778828402,6.0817672211715985,0.0,0,0,1.5,59.28,13.9
295,3,0,7.717216051417582,6.082783948582419,0.0,0,0,1.4,59.67,13.8
296,4,0,8.03366114023362,5.76633885976638,0.0,0,0,1.4,58.38,13.8
297,4,0,8.732133998857872,5.767866001142127,0.0,0,0,1.4,55.8,14.5
298,5,23,9.238499609431868,5.961500390568132,0.281496602,3,20,1.4,54.06,15.2
299,5,213,11.532323567287598,5.967676432712401,4.034682623,29,184,1.7,46.72,17.5
300,6,415,13.680634285946065,6.019365714053935,11.07165201,56,359,2.0,40.86,19.7
301,6,570,15.872176920989183,6.027823079010816,19.60948569,77,493,1.5,35.71,21.9
302,7,686,18.5530903258761,5.446909674123901,28.89752235,93,593,1.0,30.21,24.0
303,7,767,20.049041799039657,5.450958200960342,38.18538202,107,660,1.1,27.63,25.5
304,8,814,22.114846818903803,4.985153181096199,46.72232376,125,689,1.2,24.34,27.1
305,8,797,23.010014496404526,4.9899855035954745,52.82009644,177,620,1.3,23.1,28.0
306,9,824,24.010898287380066,4.889101712619931,59.66829300000001,204,620,1.4,21.77,28.9
307,9,853,24.80920833415535,4.890791665844649,66.14115819,233,620,1.5,20.79,29.7
308,10,959,25.636086782728245,4.863913217271754,76.55419918,174,785,1.5,19.82,30.5
309,10,966,26.23799991561458,4.862000084385423,80.77540529999997,206,760,1.7,19.15,31.1
310,11,786,26.820854243860083,4.879145756139916,69.79849609,379,407,1.8,18.53,31.7
311,11,868,27.21683473921238,4.883165260787621,78.05388894,434,434,2.0,18.12,32.1
312,12,845,27.416800803375075,4.983199196624924,76.45878567,439,406,2.1,17.94,32.4
313,12,743,27.31804410097933,4.981955899020669,67.64030071,458,285,2.2,18.04,32.3
314,13,763,26.955709502558484,5.344290497441513,68.85989004,455,308,2.4,18.5,32.3
315,13,851,26.660641782664428,5.3393582173355725,74.20756494,353,498,2.4,18.81,32.0
316,14,918,25.814356677333407,5.885643322666594,75.80266779,233,685,2.4,19.87,31.7
317,14,825,25.316217605696327,5.883782394303672,66.60914601,283,542,2.2,20.44,31.2
318,15,736,24.331934440067307,6.268065559932692,57.6032189,288,448,2.0,21.72,30.6
319,15,752,23.637877961095803,6.262122038904196,53.75716357,230,522,1.6,22.6,29.9
320,16,696,22.429832482219965,6.670167517780036,45.78311787,202,494,1.3,24.34,29.1
321,16,650,22.429832482219965,6.670167517780036,38.18387085,170,480,1.3,24.34,29.1
322,17,603,19.878089326755674,7.621910673244327,30.678981300000004,139,464,0.7,28.51,27.5
323,17,478,18.58466750553771,7.615332494462292,20.82822992,106,372,0.8,30.76,26.2
324,18,411,14.356134349363767,10.643865650636233,13.88566978,76,335,0.8,40.5,25.0
325,18,253,13.059093063063925,10.640906936936075,6.661463808,46,207,1.0,43.77,23.7
326,19,59,12.345957673023413,10.154042326976587,1.21972073,12,47,1.2,45.56,22.5
327,19,0,11.747301182172151,10.152698817827847,0.0,0,0,1.6,47.25,21.9
328,20,0,11.120497182827851,10.279502817172148,0.0,0,0,2.0,49.13,21.4
329,20,0,10.521239239126091,10.27876076087391,0.0,0,0,2.3,50.97,20.8
330,21,0,9.437989166365245,10.762010833634754,0.0,0,0,2.7,54.62,20.2
331,21,0,9.138792026754246,10.761207973245753,0.0,0,0,2.9,55.64,19.9
332,22,0,8.659014523703501,11.040985476296498,0.0,0,0,3.1,57.39,19.7
333,22,0,8.659014523703501,11.040985476296498,0.0,0,0,3.4,57.39,19.7
334,23,0,8.443762828160006,11.156237171839996,0.0,0,0,3.6,58.19,19.6
335,23,0,8.344384669642547,11.155615330357453,0.0,0,0,3.6,58.55,19.5
288,0,0,18.57609451198027,0.42390548801973144,0.0,0,0,2.4,28.75,19.0
289,0,0,18.27772280276576,0.42227719723424,0.0,0,0,2.2,29.29,18.7
290,1,0,17.87427763241194,0.4257223675880616,0.0,0,0,2.0,30.04,18.3
291,1,0,17.67394137907361,0.426058620926391,0.0,0,0,1.9,30.42,18.1
292,2,0,17.315545984546727,0.4844540154532739,0.0,0,0,1.8,31.13,17.8
293,2,0,17.11314710774373,0.48685289225627326,0.0,0,0,1.7,31.53,17.6
294,3,0,16.600107082208584,0.6998929177914162,0.0,0,0,1.6,32.63,17.3
295,3,0,16.600107082208584,0.6998929177914162,0.0,0,0,1.6,32.63,17.3
296,4,0,16.318106055367483,0.8818939446325149,0.0,0,0,1.5,33.27,17.2
297,4,18,17.61710111353959,0.8828988864604116,0.18765759399999998,2,16,1.4,30.66,18.5
298,5,278,16.6437939683086,3.156206031691401,3.565443338,22,256,1.3,33.25,19.8
299,5,516,19.138606260163,3.1613937398370004,10.41456144,39,477,1.3,28.53,22.3
300,6,671,21.981470690543933,2.918529309456067,18.95208365,52,619,1.4,23.98,24.9
301,6,776,23.575046020310168,2.924953979689831,28.14616382,62,714,1.0,21.82,26.5
302,7,850,28.15414314791352,-0.054143147913518375,37.62137724,69,781,0.7,16.05,28.1
303,7,906,29.553750347282858,-0.05375034728285813,47.00254342,76,830,0.6,14.8,29.5
304,8,948,31.495821970708285,-0.6958219707082836,56.10203447,81,867,0.5,13.11,30.8
305,8,982,32.49034471742723,-0.6903447174272233,64.63858996,86,896,0.6,12.39,31.8
306,9,1007,34.02531724713296,-1.1253172471329633,72.42436574,89,918,0.7,11.28,32.9
307,9,1027,34.83197483113428,-1.1319748311342794,79.36589966,92,935,0.9,10.78,33.7
308,10,1044,36.15467389816203,-1.5546738981620283,85.36909465,96,948,1.2,9.94,34.6
309,10,1056,36.76162294930534,-1.561622949305338,90.15292175,96,960,1.4,9.61,35.2
310,11,1060,37.69790425499696,-1.8979042549969671,93.3418995,109,951,1.7,9.07,35.8
311,11,1047,38.102025838369,-1.9020258383689959,94.18578389,155,892,1.9,8.87,36.2
312,12,942,38.79851086613145,-2.198510866131451,86.11769858,361,581,2.1,8.49,36.6
313,12,847,38.904387237912374,-2.20438723791237,77.67470156,425,422,2.2,8.44,36.7
314,13,568,39.098251757050186,-2.3982517570501827,52.34599453,413,155,2.4,8.32,36.7
315,13,436,39.02359480253486,-2.423594802534859,40.15073529,344,92,2.3,8.35,36.6
316,14,279,38.83662959951428,-2.3366295995142785,25.70400365,241,38,2.2,8.45,36.5
317,14,468,38.32900795292221,-2.32900795292221,41.46435062,323,145,1.9,8.69,36.0
318,15,378,37.52831460996606,-1.9283146099660582,33.58439548,293,85,1.6,9.15,35.6
319,15,568,36.7338487191746,-1.933848719174606,45.68643701,306,262,1.3,9.56,34.8
320,16,574,35.030326411496596,-1.0303264114965958,42.7786417,267,307,1.1,10.68,34.0
321,16,439,35.030326411496596,-1.0303264114965958,32.45923252,240,199,1.1,10.68,34.0
322,17,341,30.144331528556094,1.8556684714439067,24.29805224,192,149,1.2,14.72,32.0
323,17,269,28.53016763818813,1.869832361811871,17.26224036,136,133,1.2,16.14,30.4
324,18,424,22.02212902204344,6.77787097795656,16.60581678,88,336,1.2,24.95,28.8
325,18,314,20.627181243676045,6.772818756323955,9.569601018,57,257,1.3,27.06,27.4
326,19,182,18.717008173912518,7.1829918260874805,3.940488925,29,153,1.4,30.4,25.9
327,19,19,17.916393682831345,7.183606317168657,0.37528796,4,15,1.4,31.88,25.1
328,20,0,16.553187552671787,7.746812447328215,0.0,0,0,1.3,34.75,24.3
329,20,0,16.052589910455012,7.747410089544988,0.0,0,0,1.3,35.81,23.8
330,21,0,15.230655533338718,8.169344466661281,0.0,0,0,1.2,37.75,23.4
331,21,0,14.831840501955918,8.168159498044082,0.0,0,0,0.9,38.67,23.0
332,22,0,14.632816218872543,8.067183781127456,0.0,0,0,0.6,39.11,22.7
333,22,0,13.836258366664994,8.063741633335004,0.0,0,0,0.5,41.05,21.9
334,23,0,12.851790083286463,8.348209916713536,0.0,0,0,0.4,43.68,21.2
335,23,0,12.352601050731469,8.34739894926853,0.0,0,0,0.6,45.04,20.7
288,0,0,4.267723495246752,11.932276504753247,0.0,0,0,1.6,75.85,16.2
289,0,0,4.06837587332342,11.93162412667658,0.0,0,0,1.6,76.82,16.0
290,1,0,4.455443371586719,11.344556628413281,0.0,0,0,1.6,74.85,15.8
291,1,0,4.157502695117163,11.342497304882837,0.0,0,0,2.0,76.29,15.5
292,2,0,4.515595862448951,10.684404137551049,0.0,0,0,2.4,74.45,15.2
293,2,0,4.316153610001262,10.683846389998738,0.0,0,0,2.5,75.41,15.0
294,3,0,4.534541148371238,10.165458851628761,0.0,0,0,2.6,74.27,14.7
295,3,0,4.4346153042720005,10.165384695728,0.0,0,0,2.5,74.75,14.6
296,4,0,4.449813096502099,9.950186903497901,0.0,0,0,2.4,74.64,14.4
297,4,0,5.248160709356245,9.951839290643754,0.0,0,0,2.7,70.9,15.2
298,5,96,5.365457561866654,10.634542438133346,2.251953012,20,76,2.9,70.5,16.0
299,5,228,6.762400479925585,10.637599520074414,7.1310747999999995,50,178,2.7,64.52,17.4
300,6,308,7.181517762691833,11.618482237308168,12.948331300000001,85,223,2.6,63.06,18.8
301,6,358,9.074226111087698,11.6257738889123,18.95295866,126,232,2.3,56.08,20.7
302,7,389,11.401089726218052,11.298910273781948,24.76965884,174,215,2.1,48.57,22.7
303,7,500,12.596666159670946,11.303333840329053,33.58871549,211,289,2.0,45.19,23.9
304,8,586,14.329454899327764,10.770545100672237,42.1260735,251,335,2.0,40.6,25.1
305,8,706,14.829928030341087,10.770071969658915,52.25856119,253,453,2.1,39.41,25.6
306,9,643,15.432612579047085,10.667387420952917,52.91502066,338,305,2.2,38.0,26.1
307,9,706,15.630125922640236,10.669874077359765,60.13910225,374,332,2.3,37.56,26.3
308,10,927,15.903032532737917,10.596967467262083,77.68341214,239,688,2.4,36.94,26.5
309,10,1008,16.102009137526103,10.597990862473896,86.3147126,137,871,2.4,36.51,26.7
310,11,1025,16.113590331492304,10.686409668507698,90.25506766,116,909,2.4,36.51,26.8
311,11,1033,16.211949935119687,10.688050064880311,92.60047178,106,927,2.4,36.3,26.9
312,12,805,16.112035335690706,10.887964664309292,73.27344372,226,579,2.5,36.57,27.0
313,12,453,16.014252386152258,10.885747613847743,42.03141981,350,103,2.5,36.78,26.9
314,13,764,15.659171741255804,11.040828258744195,69.52087178,394,370,2.6,37.6,26.7
315,13,600,15.261838289633003,11.038161710366998,54.69749861,406,194,2.5,38.49,26.3
316,14,445,14.796480756490654,11.203519243509346,40.43687761,338,107,2.5,39.61,26.0
317,14,149,14.396380713895788,11.203619286104214,13.885578200000001,142,7,2.5,40.56,25.6
318,15,299,13.61013997819864,11.589860021801359,25.89484077,204,95,2.4,42.61,25.2
319,15,133,13.109843609317615,11.590156390682385,12.19691233,122,11,2.5,43.9,24.7
320,16,92,12.124710235895563,12.175289764104438,8.537876172999999,90,2,2.5,46.73,24.3
321,16,163,12.124710235895563,12.175289764104438,13.79195382,128,35,2.5,46.73,24.3
322,17,199,10.088175531694777,13.211824468305224,15.29328697,134,65,2.3,53.11,23.3
323,17,117,9.289623007244273,13.210376992755727,9.851590514,99,18,2.0,55.74,22.5
324,18,27,7.1148487097107935,14.585151290289206,2.53328841,27,0,1.7,63.98,21.7
325,18,18,6.118429474416816,14.581570525583183,1.688877505,18,0,1.4,68.01,20.7
326,19,30,4.568700892295258,15.131299107704741,1.407413391,14,16,1.0,74.95,19.7
327,19,1,3.9703137361104854,15.129686263889516,0.09382817800000001,1,0,1.0,77.79,19.1
328,20,0,3.3285170262339676,15.271482973766034,0.0,0,0,0.9,80.99,18.6
329,20,0,2.9294095899618675,15.270590410038132,0.0,0,0,0.9,83.04,18.2
330,21,0,2.4953474761307,15.404652523869299,0.0,0,0,0.8,85.35,17.9
331,21,0,2.295507922296075,15.404492077703924,0.0,0,0,0.7,86.43,17.7
332,22,0,2.105363478630549,15.494636521369452,0.0,0,0,0.6,87.48,17.6
333,22,0,1.9054395567568516,15.494560443243147,0.0,0,0,0.5,88.59,17.4
334,23,0,1.8937295755716441,15.306270424428355,0.0,0,0,0.5,88.64,17.2
335,23,0,1.494316189215267,15.305683810784734,0.0,0,0,0.8,90.91,16.8
288,0,0,2.362101397333616,10.137898602666384,0.0,0,0,1.9,85.53,12.5
289,0,0,2.162056201042228,10.137943798957773,0.0,0,0,1.5,86.66,12.3
290,1,0,2.3705636260462875,9.829436373953712,0.0,0,0,1.2,85.45,12.2
291,1,0,2.290300911491139,9.80969908850886,0.0,0,0,1.0,85.9,12.1
292,2,0,2.2434082701343296,9.75659172986567,0.0,0,0,0.9,86.16,12.0
293,2,0,2.1432658808932192,9.756734119106781,0.0,0,0,0.8,86.73,11.9
294,3,0,1.985959028238737,9.714040971761262,0.0,0,0,0.7,87.63,11.7
295,3,0,1.8860016849847376,9.713998315015262,0.0,0,0,0.6,88.21,11.6
296,4,0,1.959232112121633,9.440767887878367,0.0,0,0,0.5,87.76,11.4
297,4,8,2.440175761820054,9.459824238179946,0.093835604,1,7,0.7,85.02,11.9
298,5,14,2.781402268165735,9.518597731834266,0.6568463410000001,7,7,0.9,83.14,12.3
299,5,82,3.778750522646284,9.521249477353717,2.721190646,19,63,1.1,77.89,13.3
300,6,217,4.468418354938773,9.831581645061227,7.881982822,40,177,1.3,74.53,14.3
301,6,419,6.16427699643774,9.83572300356226,17.82796135,72,347,1.4,66.84,16.0
302,7,497,9.200691139979165,8.499308860020834,25.80314609,106,391,1.4,54.85,17.7
303,7,559,10.79871699713289,8.50128300286711,33.21510207,134,425,1.4,49.63,19.3
304,8,380,14.237470113063953,6.6625298869360465,26.27137009,128,252,1.3,39.66,20.9
305,8,171,15.636265926645077,6.663734073354925,15.76257948,163,8,1.4,36.41,22.3
306,9,176,18.323417552127466,5.376582447872534,16.3252775,167,9,1.5,30.61,23.7
307,9,250,19.437181481503753,5.362818518496247,23.08028565,229,21,1.8,28.63,24.8
308,10,243,21.127176342050156,4.772823657949844,22.61090074,226,17,2.2,25.74,25.9
309,10,187,21.923080825273377,4.776919174726622,17.4505832,175,12,2.5,24.56,26.7
310,11,176,23.436341046168984,4.163658953831016,16.41839702,164,12,2.8,22.32,27.6
311,11,288,24.1346526066894,4.1653473933106,26.92596391,268,20,3.0,21.43,28.3
312,12,353,25.61449984778959,3.3855001522104087,33.0239246,330,23,3.2,19.48,29.0
313,12,496,26.010813287126314,3.3891867128736832,46.06441954,380,116,3.4,19.04,29.4
314,13,834,27.39329598318829,2.5067040168117116,75.89798486,432,402,3.5,17.38,29.9
315,13,1015,27.594545369751145,2.505454630248857,87.81255579,151,864,3.5,17.18,30.1
316,14,950,28.625947238480023,1.774052761519977,79.93167819,207,743,3.5,16.03,30.4
317,14,967,28.430062256234663,1.7699377437653345,77.11735204,173,794,3.5,16.21,30.2
318,15,870,28.653873177211832,1.4461268227881685,66.79758518,219,651,3.4,15.93,30.1
319,15,805,28.25424795441053,1.4457520455894703,58.72959578,229,576,3.3,16.3,29.7
320,16,701,27.602481824989102,1.5975181750108962,47.84705829,207,494,3.2,16.96,29.2
321,16,704,27.602481824989102,1.5975181750108962,42.12417485,162,542,3.2,16.96,29.2
322,17,585,25.19536551125514,2.304634488744858,31.42953742,137,448,2.8,19.69,27.5
323,17,513,23.59783604242173,2.3021639575782693,24.11203938,118,395,2.2,21.63,25.9
324,18,373,18.72302557542184,5.57697442457816,15.29311886,89,284,1.5,29.94,24.3
325,18,317,16.508149149497704,5.591850850502296,9.382508411,56,261,1.8,34.23,22.1
326,19,114,11.814357679290373,7.985642320709628,3.190133513,27,87,2.0,46.46,19.8
327,19,21,10.700076201739336,7.999923798260665,0.28148577199999997,3,18,2.3,49.8,18.7
328,20,0,8.36772827956937,9.13227172043063,0.0,0,0,2.7,57.97,17.5
329,20,0,7.671108030670716,9.128891969329285,0.0,0,0,2.8,60.58,16.8
330,21,0,5.867436795024991,10.132563204975009,0.0,0,0,2.9,68.18,16.0
331,21,0,5.268883911582103,10.131116088417897,0.0,0,0,3.0,70.84,15.4
332,22,0,4.0291157811514235,10.770884218848577,0.0,0,0,3.0,76.83,14.8
333,22,0,3.63061789572464,10.76938210427536,0.0,0,0,3.0,78.83,14.4
334,23,0,3.1211651173968527,10.978834882603147,0.0,0,0,3.1,81.5,14.1
335,23,0,2.8212402727199333,10.978759727280067,0.0,0,0,3.0,83.1,13.8
288,0,0,5.735119613649001,-11.835119613649,0.0,0,0,5.1,63.88,-6.1
289,0,0,5.735119613649001,-11.835119613649,0.0,0,0,4.9,63.88,-6.1
290,1,0,5.890407570849064,-11.990407570849063,0.0,0,0,4.7,63.09,-6.1
291,1,0,5.890407570849064,-11.990407570849063,0.0,0,0,4.5,63.09,-6.1
292,2,0,6.015493047753814,-12.115493047753814,0.0,0,0,4.2,62.46,-6.1
293,2,0,6.015493047753814,-12.115493047753814,0.0,0,0,3.9,62.46,-6.1
294,3,0,6.349711292486532,-12.349711292486532,0.0,0,0,3.6,60.83,-6.0
295,3,0,6.349711292486532,-12.349711292486532,0.0,0,0,3.4,60.83,-6.0
296,4,0,6.6041315808784855,-12.704131580878485,0.0,0,0,3.2,59.57,-6.1
297,4,0,6.7057414812132965,-12.705741481213296,0.0,0,0,3.1,59.11,-6.0
298,5,0,6.8702532086078705,-12.87025320860787,0.0,0,0,2.9,58.33,-6.0
299,5,2,7.47025487356594,-12.87025487356594,0.18770689399999999,2,0,3.1,55.73,-5.4
300,6,19,7.516345518497162,-12.316345518497162,1.783203734,19,0,3.2,55.69,-4.8
301,6,40,8.717335705518867,-12.317335705518866,3.754063618,40,0,3.8,50.89,-3.6
302,7,90,9.127879037193656,-11.627879037193656,7.789587843,80,10,4.3,49.56,-2.5
303,7,268,10.127771128676113,-11.627771128676113,18.39448721,152,116,4.6,46.04,-1.5
304,8,432,10.461452771548572,-10.961452771548572,29.09300189,203,229,5.0,45.13,-0.5
305,8,430,11.3760748638763,-10.976074863876299,33.03430766,257,173,5.1,42.23,0.4
306,9,462,11.515453855334492,-10.215453855334491,37.72630776,301,161,5.3,42.04,1.3
307,9,517,12.214713584134284,-10.214713584134284,43.35676641,338,179,5.3,39.99,2.0
308,10,634,12.439479065490403,-9.839479065490403,53.21022609,368,266,5.3,39.47,2.6
309,10,754,12.938516157401384,-9.838516157401385,63.43900384,377,377,5.3,38.1,3.1
310,11,859,13.188590968656486,-9.588590968656487,72.72922753,375,484,5.2,37.51,3.6
311,11,829,13.505001188037953,-9.605001188037953,71.60286147,396,433,5.0,36.68,3.9
312,12,899,13.498501617085601,-9.398501617085602,77.04563572,359,540,4.9,36.76,4.1
313,12,818,13.70156251819381,-9.40156251819381,70.85179915,401,417,4.7,36.24,4.3
314,13,937,13.603586855415589,-9.203586855415589,77.88997174,303,634,4.5,36.55,4.4
315,13,934,13.48851964790881,-9.18851964790881,74.6993803,246,688,4.4,36.85,4.3
316,14,709,13.193245258208513,-8.993245258208512,57.71378062,323,386,4.2,37.68,4.2
